PREFERRED NAME,CASRN,SMILES,MOLECULAR FORMULA,AVERAGE MASS,Canonical SMILES
(3-(Ethyl((heptadecafluorooctyl)sulfonyl)amino)propyl)-Phosphonic acid,71463-78-0,CCN(CCCP(O)(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C13H13F17NO5PS,649.26,CCN(CCCP(=O)(O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"Phosphonic acid, [3-[ethyl[(heptadecafluorooctyl)sulfonyl]amino]propyl]-, diethyl ester",71463-80-4,CCOP(=O)(CCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCC,C17H21F17NO5PS,705.36,CCOP(=O)(CCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCC
"Perfluoro-3,5,7,9,11-pentaoxadodecanoic acid",39492-91-6,OC(=O)C(F)(F)OC(F)(F)OC(F)(F)OC(F)(F)OC(F)(F)OC(F)(F)F,C7HF13O7,444.057,O=C(O)C(F)(F)OC(F)(F)OC(F)(F)OC(F)(F)OC(F)(F)OC(F)(F)F
N-[3-Dimethylaminopropyl]-N-2-[2-(2-hydroxyethoxy)ethoxy]ethylperfluorohexanesulfonamide,73772-34-6,CN(C)CCCN(CCOCCOCCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C17H25F13N2O5S,616.44,CN(C)CCCN(CCOCCOCCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"2,2,3,3,4,4,4-Heptafluorobutyl 2-chloroprop-2-enoate",74359-14-1,FC(F)(F)C(F)(F)C(F)(F)COC(=O)C(Cl)=C,C7H4ClF7O2,288.55,C=C(Cl)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F
Perfluoroisobutyl ethyl ether,163702-06-5,CCOC(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C6H5F9O,264.091,CCOC(F)(F)C(F)(C(F)(F)F)C(F)(F)F
"1,2-Diiodotetrafluoroethane",354-65-4,FC(F)(I)C(F)(F)I,C2F4I2,353.825,FC(F)(I)C(F)(F)I
"1,3,3,3-Tetrafluoro-1-methoxy-2-(trifluoromethyl)-1-propene",360-53-2,COC(F)=C(C(F)(F)F)C(F)(F)F,C5H3F7O,212.067,COC(F)=C(C(F)(F)F)C(F)(F)F
Nonafluoro-tert-butanol,2378-02-1,OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C4HF9O,236.037,OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F
"Tricyclo[3.3.1.13,7]decane, hexadecafluoro-",69064-33-1,FC1(F)C2(F)C(F)(F)C3(F)C(F)(F)C1(F)C(F)(F)C(F)(C2(F)F)C3(F)F,C10F16,424.084,FC1(F)C2(F)C(F)(F)C3(F)C(F)(F)C1(F)C(F)(F)C(F)(C2(F)F)C3(F)F
"N-(2-Bromo-4-nitrophenyl)-2,2,3,3,4,4,4-heptafluorobutanamide",111189-67-4,[O-][N+](=O)C1=CC(Br)=C(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)C=C1,C10H4BrF7N2O3,413.046,O=C(Nc1ccc([N+](=O)[O-])cc1Br)C(F)(F)C(F)(F)C(F)(F)F
"3-Chloro-1,1,1,2,2-pentafluoropropane",422-02-6,FC(F)(F)C(F)(F)CCl,C3H2ClF5,168.49,FC(F)(F)C(F)(F)CCl
Hexafluorooxetane,425-82-1,FC1(F)OC(F)(F)C1(F)F,C3F6O,166.022,FC1(F)OC(F)(F)C1(F)F
Methyl 4-(tridecafluorohexyl)cyclohexane-1-carboxylate,88951-16-0,COC(=O)C1CCC(CC1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C14H13F13O2,460.235,COC(=O)C1CCC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC1
"2-Chloro-1,1,2,3,3,5,6-heptafluoro-2,3-dihydro-1H-indene",88953-15-5,FC1=C(F)C=C2C(=C1)C(F)(F)C(F)(Cl)C2(F)F,C9H2ClF7,278.55,Fc1cc2c(cc1F)C(F)(F)C(F)(Cl)C2(F)F
"2,4,6-Trichlorophenyl heptafluorobutanoate",89071-41-0,FC(F)(F)C(F)(F)C(F)(F)C(=O)OC1=C(Cl)C=C(Cl)C=C1Cl,C10H2Cl3F7O2,393.46,O=C(Oc1c(Cl)cc(Cl)cc1Cl)C(F)(F)C(F)(F)C(F)(F)F
"1H,6H-Perfluorohexane",336-07-2,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,C6H2F12,302.063,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
Perfluorocyclohexane,355-68-0,FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,C6F12,300.047,FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
"1H,1H,5H-Perfluoropentyl acrylate",376-84-1,FC(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=C,C8H6F8O2,286.121,C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F
"5,5,6,6,7,7,7-Heptafluoro-3-iodohept-3-en-1-ol",89608-31-1,OCCC(I)=CC(F)(F)C(F)(F)C(F)(F)F,C7H6F7IO,366.017,OCCC(I)=CC(F)(F)C(F)(F)C(F)(F)F
"1-[1,3,3,4,4,5,5,5-Octafluoro-2-(trifluoromethyl)pent-1-en-1-yl]pyrrolidine",89810-71-9,FC(N1CCCC1)=C(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C10H8F11N,351.163,FC(=C(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)N1CCCC1
"1,1,1,2,2-Pentafluoro-5-hydroxyhexan-3-one",91485-47-1,CC(O)CC(=O)C(F)(F)C(F)(F)F,C6H7F5O2,206.112,CC(O)CC(=O)C(F)(F)C(F)(F)F
"(2Z)-3-Amino-4,4,5,5,6,6,6-heptafluoro-1-phenyl-2-hexen-1-one",91508-85-9,N\C(=C/C(=O)C1=CC=CC=C1)C(F)(F)C(F)(F)C(F)(F)F,C12H8F7NO,315.191,N/C(=C\C(=O)c1ccccc1)C(F)(F)C(F)(F)C(F)(F)F
"2,2-Bis(difluoromethyl)-1,1,3,3,4,4-hexafluorobutane",95576-24-2,FC(F)C(F)(F)C(C(F)F)(C(F)F)C(F)F,C6H4F10,266.082,FC(F)C(F)(F)C(C(F)F)(C(F)F)C(F)F
"4-[(Heptadecafluorooctyl)oxy]benzene-1,3-diamine",96573-73-8,NC1=CC(N)=C(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,C14H7F17N2O,542.196,Nc1ccc(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(N)c1
"Ethyl difluoro(1,1,2,2-tetrafluoro-2-iodoethoxy)acetate",98296-51-6,CCOC(=O)C(F)(F)OC(F)(F)C(F)(F)I,C6H5F6IO3,365.998,CCOC(=O)C(F)(F)OC(F)(F)C(F)(F)I
"1,1,1,2,2,3,4,5,6,7,7,8,8,8-Tetradecafluoroocta-3,5-diene",105311-63-5,FC(C(F)=C(F)C(F)(F)C(F)(F)F)=C(F)C(F)(F)C(F)(F)F,C8F14,362.066,FC(C(F)=C(F)C(F)(F)C(F)(F)F)=C(F)C(F)(F)C(F)(F)F
(Heptafluoropropoxy)(trimethyl)silane,106609-54-5,C[Si](C)(C)OC(F)(F)C(F)(F)C(F)(F)F,C6H9F7OSi,258.211,C[Si](C)(C)OC(F)(F)C(F)(F)C(F)(F)F
"2,2,3,3-Tetrafluoro-1,4-diazabicyclo[2.2.2]octane",106705-50-4,FC1(F)N2CCN(CC2)C1(F)F,C6H8F4N2,184.138,FC1(F)N2CCN(CC2)C1(F)F
"Sulfuric acid--2-bromo-1,1,2,2-tetrafluoroethan-1-ol (1/2)",110346-60-6,OS(O)(=O)=O.OC(F)(F)C(F)(F)Br.OC(F)(F)C(F)(F)Br,C4H4Br2F8O6S,491.93,O=S(=O)(O)O.OC(F)(F)C(F)(F)Br.OC(F)(F)C(F)(F)Br
"3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluoro-2-methyloctanal",112251-35-1,CC(C=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H5F13O,376.117,CC(C=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"2-[(1,2,3,3,4,4,4-Heptafluorobut-1-en-1-yl)sulfanyl]ethan-1-ol",112783-42-3,OCCSC(F)=C(F)C(F)(F)C(F)(F)F,C6H5F7OS,258.15,OCCSC(F)=C(F)C(F)(F)C(F)(F)F
"Diethyl 1,1,1,2,2,3-hexafluoro-7-methyloct-3-en-4-yl phosphate",113138-46-8,CCOP(=O)(OCC)OC(CCC(C)C)=C(F)C(F)(F)C(F)(F)F,C13H21F6O4P,386.271,CCOP(=O)(OCC)OC(CCC(C)C)=C(F)C(F)(F)C(F)(F)F
"[(1,1,1,3,3,3-Hexafluoropropan-2-yl)oxy]cyclododecane",113557-85-0,FC(F)(F)C(OC1CCCCCCCCCCC1)C(F)(F)F,C15H24F6O,334.346,FC(F)(F)C(OC1CCCCCCCCCCC1)C(F)(F)F
"5,6,6,6-Tetrafluoro-4-sulfanylhex-3-en-2-one",116509-66-1,CC(=O)C=C(S)C(F)C(F)(F)F,C6H6F4OS,202.17,CC(=O)C=C(S)C(F)C(F)(F)F
"Acetic acid--9,9,10,10,11,11,12,12,12-nonafluorododec-7-en-1-ol (1/1)",130483-36-2,CC(O)=O.OCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C14H19F9O3,406.289,CC(=O)O.OCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"1,1,1,3,4,4,5,5,5-Nonafluoro-2-(heptafluoropropoxy)pent-2-ene",137741-06-1,FC(=C(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)F,C8F16O,416.061,FC(=C(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)F
"1,3,3-Tribromo-1,1,2,2,4,4,4-heptafluorobutane",140198-73-8,FC(F)(F)C(Br)(Br)C(F)(F)C(F)(F)Br,C4Br3F7,420.745,FC(F)(F)C(Br)(Br)C(F)(F)C(F)(F)Br
"1,1,2,2,3,3,4,4,5,5,6,6-Dodecafluoro-N~1~,N~1~,N~8~,N~8~-tetrakis(trifluoromethyl)octane-1,8-diamine",141496-31-3,FC(F)(F)N(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)N(C(F)(F)F)C(F)(F)F)C(F)(F)F,C12H4F24N2,632.14,FC(F)(F)N(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)N(C(F)(F)F)C(F)(F)F)C(F)(F)F
"(2,6-Dinitrophenyl)methyl tridecafluoroheptanoate",143662-85-5,[O-][N+](=O)C1=CC=CC(=C1COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[N+]([O-])=O,C14H5F13N2O6,544.181,O=C(OCc1c([N+](=O)[O-])cccc1[N+](=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"2-[(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)oxy]cyclohepta-2,4,6-trien-1-one",195044-31-6,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC1=CC=CC=CC1=O,C13H9F9O2,368.199,O=c1cccccc1OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"1,1,1,2,2,3,3,4,4,5,5,6,7,7-Tetradecafluoro-8-[(prop-2-en-1-yl)oxy]octane",192998-90-6,FC(C(F)(F)COCC=C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11H8F14O,422.162,C=CCOCC(F)(F)C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"6,6,7,7,7-Pentafluoroheptanoyl chloride",177352-63-5,FC(F)(F)C(F)(F)CCCCC(Cl)=O,C7H8ClF5O,238.58,O=C(Cl)CCCCC(F)(F)C(F)(F)F
"1,1,2,2,3,3,4,4,5,5-Decafluoro-1-(nonafluorobutoxy)pentane",173350-69-1,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9HF19O,486.076,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"12,12,13,13,14,14,15,15,15-Nonafluoro-10-iodopentadecanoic acid",155172-51-3,OC(=O)CCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C15H20F9IO2,530.213,O=C(O)CCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"1,1,2,2,3,3,4,4,5,5,6,6,10,10,10-Pentadecafluorodecyl prop-2-enoate",252669-70-8,FC(F)(F)CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(=O)C=C,C13H9F15O2,482.189,C=CC(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCC(F)(F)F
"Trimethyl{[1,1,1-trifluoro-4-phenyl-2-(trifluoromethyl)but-3-en-2-yl]oxy}silane",247912-50-1,C[Si](C)(C)OC(C=CC1=CC=CC=C1)(C(F)(F)F)C(F)(F)F,C14H16F6OSi,342.356,C[Si](C)(C)OC(C=Cc1ccccc1)(C(F)(F)F)C(F)(F)F
"1,1,1,2,2,5-Hexafluoropentan-3-one",370862-40-1,FCCC(=O)C(F)(F)C(F)(F)F,C5H4F6O,194.076,O=C(CCF)C(F)(F)C(F)(F)F
"2-{[3-(1,1,2,2,3,3,4,4,4-Nonafluorobutane-1-sulfonyl)propyl]amino}ethyl prop-2-enoate",499776-70-4,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)CCCNCCOC(=O)C=C,C12H14F9NO4S,439.29,C=CC(=O)OCCNCCCS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"2-{Difluoro[(pentadecafluoroheptyl)oxy]methyl}-2,3,3-trifluorooxirane",596807-60-2,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C1(F)OC1(F)F,C10F20O2,532.076,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C1(F)OC1(F)F
"1,1,1,3,5,5,5-Heptachloro-2,2,3,4,4-pentafluoropentane",53281-43-9,FC(F)(C(F)(Cl)C(F)(F)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,C5Cl7F5,403.2,FC(F)(C(Cl)(Cl)Cl)C(F)(Cl)C(F)(F)C(Cl)(Cl)Cl
"N-Ethyl-3,3,3-trifluoro-2-(trifluoromethyl)prop-1-en-1-imine",50260-30-5,CCN=C=C(C(F)(F)F)C(F)(F)F,C6H5F6N,205.103,CCN=C=C(C(F)(F)F)C(F)(F)F
"4-{3-[(2,2,3,3,3-Pentafluoropropyl)amino]propyl}benzene-1,2-diol",675589-36-3,OC1=C(O)C=C(CCCNCC(F)(F)C(F)(F)F)C=C1,C12H14F5NO2,299.241,Oc1ccc(CCCNCC(F)(F)C(F)(F)F)cc1O
"Butyl 2,2,3,3,4,4,5-heptafluorohexanoate",66152-49-6,CCCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(C)F,C10H13F7O2,298.201,CCCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(C)F
"1-Chloro-1,2,2,3,3,4,4,4-octafluoro-1-iodobutane",65975-08-8,FC(F)(F)C(F)(F)C(F)(F)C(F)(Cl)I,C4ClF8I,362.39,FC(F)(F)C(F)(F)C(F)(F)C(F)(Cl)I
Dodecafluoroheptyl methacrylate,61253-02-9,"*.*.F*.CC(=C)C(=O)OC([*])([*])C([*])([*])C([*])([*])C([*])([*])C([*])([*])C([*])([*])C(*)(*)* |$R 1 =_p;R  1  12  Rest H_p;;_AP1;;;;;;;;_R1;_R1;;_R1;_R1;;_R1;_R1;;_R1;_R1;;_R1;_R1;;_R1;_R1;;R1_p;R1_p;R1_p$,lp:2:3,8:2,9:2|",C11H5FO2,188.157,*.*.*C(*)(*)C(*)(*)C(*)(*)C(*)(*)C(*)(*)C(*)(*)C(*)(*)OC(=O)C(=C)C.*F
