PREFERRED NAME,CASRN,SMILES,MOLECULAR FORMULA,AVERAGE MASS,Canonical SMILES
"(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,14-Pentacosafluorotetradecyl)phosphonic acid",147290-12-8,OP(O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C14H6F25O3P,728.133,O=P(O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"Diethyl (3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-henicosafluorododecyl)phosphonate",854095-13-9,CCOP(=O)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCC,C16H14F21O3P,684.225,CCOP(=O)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCC
"11-(Nonafluorobutyl)-9,10-dihydro-9,10-(epithiomethano)anthracene",267648-90-8,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1SC2C3=C(C=CC=C3)C1C1=C2C=CC=C1,C19H11F9S,442.34,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1SC2c3ccccc3C1c1ccccc12
"N-(2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctyl)-P,P-bis(pentafluorophenyl)phosphinous amide",518358-34-4,FC1=C(F)C(F)=C(P(NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C2=C(F)C(F)=C(F)C(F)=C2F)C(F)=C1F,C20H3F25NP,763.185,Fc1c(F)c(F)c(P(NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F
"(4E)-1,1,1,2,4,5,6,7,7,7-Decafluoro-2,6-bis(trifluoromethyl)hept-4-en-3-one",134330-91-9,F\C(=C(\F)C(F)(C(F)(F)F)C(F)(F)F)C(=O)C(F)(C(F)(F)F)C(F)(F)F,C9F16O,428.072,O=C(/C(F)=C(\F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F
"1-{[1-(1,2-Dibromo-1,2,2-trifluoroethoxy)-1,1,2,3,3,3-hexafluoropropan-2-yl]oxy}-1,1,2,2,3,3,3-heptafluoropropane",115783-72-7,FC(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(Br)C(F)(F)Br,C8Br2F16O2,591.868,FC(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(Br)C(F)(F)Br
"Bis(2,2,3,3,4,4,4-heptafluorobutyl) carbonate",1026739-75-2,FC(F)(F)C(F)(F)C(F)(F)COC(=O)OCC(F)(F)C(F)(F)C(F)(F)F,C9H4F14O3,426.106,O=C(OCC(F)(F)C(F)(F)C(F)(F)F)OCC(F)(F)C(F)(F)C(F)(F)F
Perfluorobutanesulfinyl chloride,41006-41-1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(Cl)=O,C4ClF9OS,302.54,O=S(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"N,N-Diethylethanaminium heptadecafluorononanoate",327176-80-7,CC[NH+](CC)CC.[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C15H16F17NO2,565.271,CC[NH+](CC)CC.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3-(Perfluoropropyl)-2-iodopropanol acetate,3108-05-2,CC(=O)OCC(I)CC(F)(F)C(F)(F)C(F)(F)F,C8H8F7IO2,396.043,CC(=O)OCC(I)CC(F)(F)C(F)(F)C(F)(F)F
"Tris(1H,1H,2H,2H-perfluorohexyl) phosphate",1887067-55-1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOP(=O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C18H12F27O4P,836.221,O=P(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"N,N'-bis(Perfluorobutanoyl)1,3-propanediamine",149981-59-9,FC(F)(F)C(F)(F)C(F)(F)C(=O)NCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)F,C11H8F14N2O2,466.175,O=C(NCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
(2-Naphthalenyl)perfluorobutanamide,582-00-3,FC(F)(F)C(F)(F)C(F)(F)C(=O)NC1=CC2=CC=CC=C2C=C1,C14H8F7NO,339.213,O=C(Nc1ccc2ccccc2c1)C(F)(F)C(F)(F)C(F)(F)F
"Thymidine, 5'-O-[[4-(1H,1H,2H,2H-perfluorodecyl)phenyl]bis(4-methoxyphenyl)methyl]-, 3'-[2-cyanoethyl N,N-bis(1-methylethyl)phosphoramidite]",902456-09-1,COC1=CC=C(C=C1)C(OC[C@H]1O[C@H](C[C@@H]1OP(OCCC#N)N(C(C)C)C(C)C)N1C=C(C)C(=O)NC1=O)(C1=CC=C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1)C1=CC=C(OC)C=C1,C50H52F17N4O8P,1190.933,COc1ccc(C(OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2OP(OCCC#N)N(C(C)C)C(C)C)(c2ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)c2ccc(OC)cc2)cc1
N-(Perfluoro-1-oxobutyl)aspartic acid 1-butyl ester,88434-83-7,CCCCOC(O)[C@H](CC(O)=O)NC(=O)C(F)(F)C(F)(F)C(F)(F)F,C12H16F7NO5,387.251,CCCCOC(O)[C@H](CC(=O)O)NC(=O)C(F)(F)C(F)(F)C(F)(F)F
N-(Perfluorobutanoyl)glutamic acid 1-ethyl ester,88435-87-4,CCOC(=O)[C@@H](CCC(O)=O)NC(=O)C(F)(F)C(F)(F)C(F)(F)F,C11H12F7NO5,371.208,CCOC(=O)[C@@H](CCC(=O)O)NC(=O)C(F)(F)C(F)(F)C(F)(F)F
Tris(perfluorobutanoylpivaloylmethano)erbium,17978-75-5,[Er+3].CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F,C30H30ErF21O6,1052.789,CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.[Er+3]
"N,N'-(Methylenedi-1,4-phenylene)bis(perfluorobutanamide)",124232-75-3,FC(F)(F)C(F)(F)C(F)(F)C(=O)NC1=CC=C(CC2=CC=C(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)C=C2)C=C1,C21H12F14N2O2,590.317,O=C(Nc1ccc(Cc2ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1)C(F)(F)C(F)(F)C(F)(F)F
"(17β)-3-[(Trimethylsilyl)oxy]estra-1,3,5(10)-trien-17-ol perfluorobutanoate",120623-45-2,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(O[Si](C)(C)C)=CC=C4[C@@]3([H])CC[C@]12C)OC(=O)C(F)(F)C(F)(F)C(F)(F)F,C25H31F7O3Si,540.594,C[C@]12CC[C@@H]3c4ccc(O[Si](C)(C)C)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)C(F)(F)C(F)(F)C(F)(F)F
(E)-Perfluoro-4-methylpent-2-enoyl fluoride,103229-77-2,FC(=O)C(\F)=C(/F)C(F)(C(F)(F)F)C(F)(F)F,C6F10O,278.049,O=C(F)/C(F)=C(\F)C(F)(C(F)(F)F)C(F)(F)F
"25,26,26,26,27,27,27-Heptafluorocholest-5-ene-3beta,7beta-diol",240129-42-4,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(F)(C(F)(F)F)C(F)(F)F,C27H39F7O2,528.596,C[C@H](CCCC(F)(C(F)(F)F)C(F)(F)F)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
Potassium bis(perfluorohexyl)difluoroborate,937038-66-9,[K+].F[B-](F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12BF28K,726.0,F[B-](F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+]
Chromium pentacarbonyl[perfluoro-4-(isocyano-βC)butane],106065-05-8,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)[N+]#[C-][Cr](C#[O+])(C#[O+])(C#[O+])(C#[O+])C#[O+],C10CrF9NO5,437.091,[O+]#[C][Cr]([C]#[O+])([C]#[O+])([C]#[O+])([C]#[O+])<-[C-]#[N+]C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"2-Chloro-N-[3-[[[2,6-dimethyl-4-[1,2,2,2-tetrafluoro-1-(trifluoromethyl)ethyl]phenyl]amino]carbonyl]-2-fluorophenyl]-N-methyl-3-pyridinecarboxamide",862134-31-4,CN(C(=O)C1=C(Cl)N=CC=C1)C1=CC=CC(C(=O)NC2=C(C)C=C(C=C2C)C(F)(C(F)(F)F)C(F)(F)F)=C1F,C25H18ClF8N3O2,579.88,Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)cc(C)c1NC(=O)c1cccc(N(C)C(=O)c2cccnc2Cl)c1F
"N,N'-1,2-phenylenebis(perfluorobutanamide)",548479-70-5,FC(F)(F)C(F)(F)C(F)(F)C(=O)NC1=C(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)C=CC=C1,C14H6F14N2O2,500.192,O=C(Nc1ccccc1NC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
Perfluorododecanesulfonate,343629-43-6,[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12F25O3S,699.15,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
Perfluorotridecanesulfonate,NOCAS_904579,[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C13F27O3S,749.16,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"1,1,2,2-Tetrafluoro-2-{[1,1,1,2,3,3-hexafluoro-3-(1,2,2-trifluoro-2-sulfoethoxy)propan-2-yl]oxy}ethane-1-sulfonic acid",916340-65-3,OS(=O)(=O)C(F)(F)C(F)OC(F)(F)C(F)(OC(F)(F)C(F)(F)S(O)(=O)=O)C(F)(F)F,C7H3F13O8S2,526.19,O=S(=O)(O)C(F)(F)C(F)OC(F)(F)C(F)(OC(F)(F)C(F)(F)S(=O)(=O)O)C(F)(F)F
"2-Fluoro-4-(1,1,2,2-tetrafluoroethanesulfinyl)aniline",100331-02-0,NC1=C(F)C=C(C=C1)S(=O)C(F)(F)C(F)F,C8H6F5NOS,259.19,Nc1ccc(S(=O)C(F)(F)C(F)F)cc1F
"2,3-Dibromo-6-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)-3,5,5-trimethylcyclohexan-1-one",101564-40-3,CC1(C)CC(C)(Br)C(Br)C(=O)C1C(O)(C(F)(F)F)C(F)(F)F,C12H14Br2F6O2,464.04,CC1(C)CC(C)(Br)C(Br)C(=O)C1C(O)(C(F)(F)F)C(F)(F)F
"9-(2,2,3,3-Tetrafluorocyclobutyl)nonanoic acid",101832-26-2,OC(=O)CCCCCCCCC1CC(F)(F)C1(F)F,C13H20F4O2,284.295,O=C(O)CCCCCCCCC1CC(F)(F)C1(F)F
"1,1,1,7,7,7-Hexafluoro-6-hydroxy-4-oxo-2,6-bis(trifluoromethyl)heptan-2-yl acetate",101952-35-6,CC(=O)OC(CC(=O)CC(O)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,C11H8F12O4,432.162,CC(=O)OC(CC(=O)CC(O)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F
"2,2,3,3-Tetrafluorooctahydro-5,8-methano-1,4-benzodithiine",102489-64-5,FC1(F)SC2C3CCC(C3)C2SC1(F)F,C9H10F4S2,258.29,FC1(F)SC2C3CCC(C3)C2SC1(F)F
"N-(2-Bromo-4-nitrophenyl)-2,3,3,4,4,5,5,5-octafluoro-2-(trifluoromethyl)pentanimidic acid",105923-79-3,OC(=NC1=C(Br)C=C(C=C1)N(=O)=O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C12H4BrF11N2O3,513.061,O=[N+]([O-])c1ccc(N=C(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)c(Br)c1
"3-Formyl-2,2-bis(trifluoromethyl)cyclopropane-1-carbonyl chloride",99903-47-6,[H][C@@]1(C=O)[C@@]([H])(C(Cl)=O)C1(C(F)(F)F)C(F)(F)F,C7H3ClF6O2,268.54,O=C[C@@H]1[C@@H](C(=O)Cl)C1(C(F)(F)F)C(F)(F)F
"1-Acetyl-6-(1,1,1,2,3,3,3-heptafluoro-2-propanyl)-3-{[(2,6-14C2)-3-pyridinylmethyl]amino}-3,4-dihydro-2(1H)-quinazolinone",NOCAS_920532,CC(=O)N1C(=O)N(CC2=C1C=CC(=C2)C(F)(C(F)(F)F)C(F)(F)F)NCC1=[14CH]N=[14CH]C=C1,C17[14C]2H15F7N4O2,468.328,CC(=O)N1C(=O)N(NCc2cc[14cH]n[14cH]2)Cc2cc(C(F)(C(F)(F)F)C(F)(F)F)ccc21
"N-(1-Hydroxyethylidene)-S-(1,1,2,2-tetrafluoroethyl)cysteine",119018-04-1,[H][C@@](CSC(F)(F)C(F)F)(N=C(C)O)C(O)=O,C7H9F4NO3S,263.21,CC(O)=N[C@@H](CSC(F)(F)C(F)F)C(=O)O
"N-[4-(morpholin-4-ylcarbonyl)benzoyl]-L-valyl-N-(5,5,6,6,6-pentafluoro-2-methyl-4-oxohexan-3-yl)-L-prolinamide",149859-17-6,[H]C(NC(=O)C1=CC=C(C=C1)C(=O)N1CCOCC1)(C(C)C)C(=O)N1CCC[C@@]1([H])C(=O)NC(C(C)C)C(=O)C(F)(F)C(F)(F)F,C29H37F5N4O6,632.629,CC(C)C(NC(=O)c1ccc(C(=O)N2CCOCC2)cc1)C(=O)N1CCC[C@H]1C(=O)NC(C(=O)C(F)(F)C(F)(F)F)C(C)C
"25,26,26,26,27,27,27-Heptafluoro-3-hydroxycholest-8(14)-en-15-one",153463-20-8,[H][C@@]1(CC(=O)C2=C3CC[C@@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(F)(C(F)(F)F)C(F)(F)F,C27H37F7O2,526.58,C[C@H](CCCC(F)(C(F)(F)F)C(F)(F)F)[C@H]1CC(=O)C2=C3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
"1-Bromo-1-chloro-2,2,3,3-tetrafluoropropane",1645-78-9,FC(F)C(F)(F)C(Cl)Br,C3H2BrClF4,229.4,FC(F)C(F)(F)C(Cl)Br
"Dichloro(methyl)[3-(1,1,2,2-tetrafluoroethoxy)propyl]silane",1692-54-2,C[Si](Cl)(Cl)CCCOC(F)(F)C(F)F,C6H10Cl2F4OSi,273.12,C[Si](Cl)(Cl)CCCOC(F)(F)C(F)F
"1,1,2,3,3-Pentafluoropropane",24270-66-4,FC(F)C(F)C(F)F,C3H3F5,134.049,FC(F)C(F)C(F)F
"2-{[2-(Dimethylamino)ethyl]amino}-1,1,1,3,3,3-hexafluoropropan-2-ol",26799-34-8,CN(C)CCNC(O)(C(F)(F)F)C(F)(F)F,C7H12F6N2O,254.176,CN(C)CCNC(O)(C(F)(F)F)C(F)(F)F
"2,2-Bis(trifluoromethyl)-1,3-thiazolidine--water (1/1)",28399-14-6,O.FC(F)(F)C1(NCCS1)C(F)(F)F,C5H7F6NOS,243.17,FC(F)(F)C1(C(F)(F)F)NCCS1.O
"1,1,1,3,3,3-Hexafluoro-2-[(2-hydroxyethyl)amino]propan-2-ol",30184-89-5,OCCNC(O)(C(F)(F)F)C(F)(F)F,C5H7F6NO2,227.106,OCCNC(O)(C(F)(F)F)C(F)(F)F
"1-Ethoxy-2,2,3,3,3-pentafluoropropyl 4-methylbenzene-1-sulfonate",31185-48-5,CCOC(OS(=O)(=O)C1=CC=C(C)C=C1)C(F)(F)C(F)(F)F,C12H13F5O4S,348.28,CCOC(OS(=O)(=O)c1ccc(C)cc1)C(F)(F)C(F)(F)F
"4,4,4-Trifluoro-2-methyl-1-phenyl-3-(trifluoromethyl)butane-1,3-diol",34844-08-1,CC(C(O)C1=CC=CC=C1)C(O)(C(F)(F)F)C(F)(F)F,C12H12F6O2,302.216,CC(C(O)c1ccccc1)C(O)(C(F)(F)F)C(F)(F)F
"4,4,4-Trifluoro-1-(4-fluorophenyl)-2-methyl-3-(trifluoromethyl)butane-1,3-diol",34848-32-3,CC(C(O)C1=CC=C(F)C=C1)C(O)(C(F)(F)F)C(F)(F)F,C12H11F7O2,320.207,CC(C(O)c1ccc(F)cc1)C(O)(C(F)(F)F)C(F)(F)F
"2,2,3,3-Tetrafluorocyclobutane-1-carbonitrile",356-81-0,FC1(F)CC(C#N)C1(F)F,C5H3F4N,153.08,N#CC1CC(F)(F)C1(F)F
"4-Ethyl-5-hexyl-2,2-bis(trifluoromethyl)-1,3-dioxolane",38274-67-8,CCCCCCC1OC(OC1CC)(C(F)(F)F)C(F)(F)F,C13H20F6O2,322.291,CCCCCCC1OC(C(F)(F)F)(C(F)(F)F)OC1CC
"2,3,3,3-Tetrafluoro-2-[1,1,2,2-tetrafluoro-2-(trifluoromethoxy)ethoxy]propanoyl fluoride",39187-44-5,FC(=O)C(F)(OC(F)(F)C(F)(F)OC(F)(F)F)C(F)(F)F,C6F12O3,348.044,O=C(F)C(F)(OC(F)(F)C(F)(F)OC(F)(F)F)C(F)(F)F
"2,2,3,3-Tetrafluoropropanenitrile",431-32-3,FC(F)C(F)(F)C#N,C3HF4N,127.042,N#CC(F)(F)C(F)F
"Butyl hydrogen (2-{4-[(3,4-dimethyl-1,2-oxazol-5-yl)sulfamoyl]anilino}-1,1,1,3,3,3-hexafluoropropan-2-yl)carbonimidate",5226-12-0,CCCCOC(O)=NC(NC1=CC=C(C=C1)S(=O)(=O)NC1=C(C)C(C)=NO1)(C(F)(F)F)C(F)(F)F,C19H22F6N4O5S,532.46,CCCCOC(O)=NC(Nc1ccc(S(=O)(=O)Nc2onc(C)c2C)cc1)(C(F)(F)F)C(F)(F)F
"1-(Difluoromethoxy)-1,1,2,2,2-pentafluoroethane",53997-64-1,FC(F)OC(F)(F)C(F)(F)F,C3HF7O,186.029,FC(F)OC(F)(F)C(F)(F)F
"4,5-Dichloro-4,5-difluoro-2,2-bis(trifluoromethyl)-1,3-dioxolane",60644-92-0,FC(F)(F)C1(OC(F)(Cl)C(F)(Cl)O1)C(F)(F)F,C5Cl2F8O2,314.94,FC(F)(F)C1(C(F)(F)F)OC(F)(Cl)C(F)(Cl)O1
"2,2,3,3,4,4-Hexafluoropentane-1,5-diyl bis(4-methylbenzene-1-sulfonate)",632-01-9,CC1=CC=C(C=C1)S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)COS(=O)(=O)C1=CC=C(C)C=C1,C19H18F6O6S2,520.46,Cc1ccc(S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)COS(=O)(=O)c2ccc(C)cc2)cc1
"4,4-Bis(trifluoromethyl)piperidine--water (1/1)",63867-63-0,O.FC(F)(F)C1(CCNCC1)C(F)(F)F,C7H11F6NO,239.161,FC(F)(F)C1(C(F)(F)F)CCNCC1.O
"[(1,1,2,2-Tetrafluoroethyl)sulfanyl]acetic acid",665-35-0,OC(=O)CSC(F)(F)C(F)F,C4H4F4O2S,192.13,O=C(O)CSC(F)(F)C(F)F
"2,2,3,3,3-Pentafluoro-N-(2,2,3,3,3-pentafluoropropanimidoyl)propanimidamide",679-25-4,FC(F)(F)C(F)(F)C(=N)NC(=N)C(F)(F)C(F)(F)F,C6H3F10N3,307.095,N=C(NC(=N)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
"Cyano(3-phenoxyphenyl)methyl 3-(2,2-dichloroethenyl)-2,2-bis(trifluoromethyl)cyclopropane-1-carboxylate",82224-37-1,FC(F)(F)C1(C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC(OC2=CC=CC=C2)=CC=C1)C(F)(F)F,C22H13Cl2F6NO3,524.24,N#CC(OC(=O)C1C(C=C(Cl)Cl)C1(C(F)(F)F)C(F)(F)F)c1cccc(Oc2ccccc2)c1
N-(2-Chloroethyl)-N-ethyl-perfluorooctane-1-sulfonamide,87988-71-4,CCN(CCCl)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H9ClF17NO2S,589.69,CCN(CCCl)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"1H,1H,2H,2H-Perfluorododecyl acetate",37858-05-2,CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C14H7F21O2,606.174,CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
(8-Pentafluoro(5)sulfide)-perfluorooctanoic acid,2269495-20-5,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(F)(F)(F)(F)F,C8HF19O2S,522.12,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(F)(F)(F)(F)F
Des-iodoflubendiamide,1016160-78-3,CC1=C(NC(=O)C2=C(C=CC=C2)C(=O)NC(C)(C)CS(C)(=O)=O)C=CC(=C1)C(F)(C(F)(F)F)C(F)(F)F,C23H23F7N2O4S,556.5,Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1ccccc1C(=O)NC(C)(C)CS(C)(=O)=O
Perfluoro-4-methylheptanesulfonic acid,775554-63-7,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C8HF17O3S,500.13,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
17-Difluoromethylperfluoroheptadecanoic acid,2274731-02-9,[H]C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)=O,C18H2F34O2,896.158,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
4-((Perfluoro-3-nonen-1-yl)oxy)benzylphosphonic acid,NOCAS_1020690,OP(O)(=O)CC1=CC=C(OC(F)(F)C(F)(F)C(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,C16H8F17O4P,618.183,O=P(O)(O)Cc1ccc(OC(F)(F)C(F)(F)C(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1
"Dimethyl (2Z)-2,3,4-trifluoro-4-(trifluoromethyl)-2-pentenedioate",74032-60-3,COC(=O)C(\F)=C(\F)C(F)(C(=O)OC)C(F)(F)F,C8H6F6O4,280.122,COC(=O)/C(F)=C(/F)C(F)(C(=O)OC)C(F)(F)F
"3-({4-[(2,3-Dihydroxypropyl)(dimethyl)azaniumyl]-1-hydroxy-2-butanyl}[(perfluoroethyl)sulfonyl]amino)-1-propanesulfonate",2089108-87-0,C[N+](C)(CCC(CO)N(CCCS([O-])(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)F)CC(O)CO,C14H27F5N2O8S2,510.49,C[N+](C)(CCC(CO)N(CCCS(=O)(=O)[O-])S(=O)(=O)C(F)(F)C(F)(F)F)CC(O)CO
"N-(2-Hydroxyethyl)-3-[(2-hydroxyethyl)[(perfluoroethyl)sulfonyl]amino]-N,N-dimethyl-1-propanaminium",2089108-97-2,C[N+](C)(CCO)CCCN(CC[O-])S(=O)(=O)C(F)(F)C(F)(F)F,C11H21F5N2O4S,372.35,C[N+](C)(CCO)CCCN(CC[O-])S(=O)(=O)C(F)(F)C(F)(F)F
"N-(Carboxymethyl)-3-[(carboxymethyl)(1,1,2,2,3,3,3-heptafluoropropane-1-sulfonyl)amino]-N,N-dimethylpropan-1-aminium",2089109-87-3,C[N+](C)(CCCN(CC(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)F)CC(O)=O,C12H18F7N2O6S,451.33,C[N+](C)(CCCN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)O
"2-Hydroxy-N-(3-{(2-hydroxy-3-sulfopropyl)[(perfluorohexyl)sulfonyl]amino}propyl)-N,N-dimethyl-3-sulfo-1-propanaminium",2089109-72-6,C[N+](C)(CCCN(CC(O)CS(O)(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(O)CS(O)(=O)=O,C17H26F13N2O10S3,761.56,C[N+](C)(CCCN(CC(O)CS(=O)(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(O)CS(=O)(=O)O
